error_count,reference_count,error_mean,reference_mean,mean_difference,error_median,reference_median,median_difference,error_missing_rate,reference_missing_rate,missing_rate_difference,group,feature,relative_mean_difference
25,106436,0.08,0.31466796948400916,-0.23466796948400914,0.0,0.0,0.0,0.0,0.0,0.0,Current-only FN vs All Attack,ack_after_syn_ack,74.57637644810701
25,106436,0.15079235076904296,2.5286149281611228,-2.37782257739208,0.0,0.0009889602661132,-0.0009889602661132,0.0,0.0,0.0,Current-only FN vs All Attack,flow_duration,94.03656329440786
25,106436,2.2,4.516986733811868,-2.316986733811868,1.0,3.0,-2.0,0.0,0.0,0.0,Current-only FN vs All Attack,flow_packet_count,51.29496432805707
25,106436,1191.0,3973.8241572400316,-2782.8241572400316,66.0,198.0,-132.0,0.0,0.0,0.0,Current-only FN vs All Attack,flow_byte_count,70.02887010412677
25,106436,1.56,2.5883911458529067,-1.0283911458529067,1.0,3.0,-2.0,0.0,0.0,0.0,Current-only FN vs All Attack,forward_packet_count,39.73090185772673
25,106436,0.64,1.9285955879589614,-1.2885955879589615,0.0,0.0,0.0,0.0,0.0,0.0,Current-only FN vs All Attack,reverse_packet_count,66.8152305234031
25,106436,220.76,355.25357022060206,-134.49357022060207,66.0,198.0,-132.0,0.0,0.0,0.0,Current-only FN vs All Attack,forward_byte_count,37.858471101947124
25,106436,970.24,3618.5705870194297,-2648.33058701943,0.0,0.0,0.0,0.0,0.0,0.0,Current-only FN vs All Attack,reverse_byte_count,73.18720260755852
25,106436,0.00014335768563406384,0.32118682236224755,-0.3210434646766135,3.814697265625e-06,4.0531158447265625e-06,-2.384185791015625e-07,0.72,0.2622420985380886,0.45775790146191137,Current-only FN vs All Attack,iat_min,99.95536626173525
25,106436,0.040640137633498816,0.6716738119159521,-0.6310336742824533,4.0531158447265625e-06,0.0019428133964538002,-0.0019387602806090736,0.72,0.2622420985380886,0.45775790146191137,Current-only FN vs All Attack,iat_mean,93.94942352783225
25,106436,0.27240426199776785,2.0991555819429557,-1.826751319945188,4.0531158447265625e-06,0.0068550109863281,-0.006850957870483373,0.72,0.2622420985380886,0.45775790146191137,Current-only FN vs All Attack,iat_max,87.02315043529869
25,106436,0.07707029889073516,0.6050134375085511,-0.5279431386178159,9.5367431640625e-07,0.00046760986477085,-0.00046665619045444375,0.72,0.2622420985380886,0.45775790146191137,Current-only FN vs All Attack,iat_std,87.2613905555369
25,106436,111196704.95443353,13113803.787250156,98082901.16718337,32567536.94117647,145725.19223760633,32421811.748938862,0.72,0.26373595400052613,0.45626404599947384,Current-only FN vs All Attack,byte_rate,747.936317779469
25,106436,159.81866666666667,464.1182973565921,-304.29963068992544,66.0,66.0,0.0,0.0,0.0,0.0,Current-only FN vs All Attack,frame_length_mean,65.5651010578722
25,106436,143.29866666666666,448.3495936714343,-305.0509270047677,52.0,52.0,0.0,0.0,0.0,0.0,Current-only FN vs All Attack,ip_total_length_mean,68.03863130705082
25,106436,30047.84,41049.76413995265,-11001.924139952647,34630.0,44694.0,-10064.0,0.0,0.0,0.0,Current-only FN vs All Attack,src_port,26.801430825383882
25,106436,14606.56,5887.188864669849,8719.371135330151,80.0,80.0,0.0,0.0,0.0,0.0,Current-only FN vs All Attack,dst_port,148.10754904869407
25,106436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Current-only FN vs All Attack,ip_dscp,
25,106436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Current-only FN vs All Attack,ip_ecn,
25,106436,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,Current-only FN vs All Attack,ip_header_length,0.0
25,106436,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Current-only FN vs All Attack,ip_checksum_valid,0.0
25,106436,0.92,0.6919463339471608,0.22805366605283928,1.0,1.0,0.0,0.0,0.0,0.0,Current-only FN vs All Attack,l4_checksum_valid,32.95828807299587
25,106436,0.2,0.4277781953474388,-0.22777819534743882,0.0,0.0,0.0,0.0,0.0,0.0,Current-only FN vs All Attack,flow_direction,53.24679888427665
979,107819,6.0,10.138760329812,-4.1387603298119995,6.0,6.0,0.0,0.0,0.0,0.0,Persistent FP vs All Benign,ip_protocol,40.821167432495606
979,107819,62.76895347489971,107.83125862869676,-45.06230515379705,63.0,96.0,-33.0,0.0,0.0,0.0,Persistent FP vs All Benign,ttl_mean,41.789649612607576
979,107819,3309.3087679487694,6056.93028036041,-2747.62151241164,310.0,392.0,-82.0,0.0,0.3762509390738182,-0.3762509390738182,Persistent FP vs All Benign,tcp_window_mean,45.363267946484385
979,107819,29.83989722029359,25.38209009296833,4.45780712732526,32.0,21.846153846153847,10.153846153846153,0.0,0.3762509390738182,-0.3762509390738182,Persistent FP vs All Benign,tcp_header_length_mean,17.56280554909944
979,107819,1.0102145045965272,0.41213515243138965,0.5980793521651375,0.0,0.0,0.0,0.0,0.0,0.0,Persistent FP vs All Benign,syn_count,145.11728704449763
979,107819,4.379979570990807,29.54288205232844,-25.162902481337632,3.0,1.0,2.0,0.0,0.0,0.0,Persistent FP vs All Benign,ack_count,85.17416288893995
979,107819,0.6077630234933605,0.38381917843793767,0.22394384505542286,1.0,0.0,1.0,0.0,0.0,0.0,Persistent FP vs All Benign,fin_count,58.34618425447802
979,107819,0.3626149131767109,0.10022352275572952,0.26239139042098136,0.0,0.0,0.0,0.0,0.0,0.0,Persistent FP vs All Benign,rst_count,261.8061940014787
979,107819,1.0561797752808988,2.2160936384125245,-1.1599138631316257,1.0,0.0,1.0,0.0,0.0,0.0,Persistent FP vs All Benign,psh_count,52.34047167621121
979,107819,0.4473953013278856,0.19552212504289596,0.2518731762849896,0.0,0.0,0.0,0.0,0.0,0.0,Persistent FP vs All Benign,syn_seen,128.82080543556424
979,107819,0.4463738508682329,0.19375063764271602,0.25262321322551684,0.0,0.0,0.0,0.0,0.0,0.0,Persistent FP vs All Benign,syn_ack_seen,130.3857454608042
979,107819,0.4463738508682329,0.19344456913902003,0.25292928172921286,0.0,0.0,0.0,0.0,0.0,0.0,Persistent FP vs All Benign,ack_after_syn_ack,130.75026239038212
979,107819,1.000037157499023,10.174669446486481,-9.174632288987459,0.0009970664978027,0.0002369880676269,0.0007600784301757999,0.0,0.0,0.0,Persistent FP vs All Benign,flow_duration,90.1713056845856
979,107819,5.216547497446374,31.236785724223004,-26.02023822677663,3.0,2.0,1.0,0.0,0.0,0.0,Persistent FP vs All Benign,flow_packet_count,83.29998629340045
979,107819,5573.3718079673135,34842.23353026832,-29268.861722301008,264.0,280.0,-16.0,0.0,0.0,0.0,Persistent FP vs All Benign,flow_byte_count,84.0039766591726
979,107819,2.6506639427987744,14.502842727163117,-11.852178784364343,3.0,2.0,1.0,0.0,0.0,0.0,Persistent FP vs All Benign,forward_packet_count,81.72314219587992
979,107819,2.5658835546475998,16.733942997059888,-14.168059442412288,0.0,1.0,-1.0,0.0,0.0,0.0,Persistent FP vs All Benign,reverse_packet_count,84.66659319265986
979,107819,657.214504596527,1354.7618137805025,-697.5473091839755,264.0,144.0,120.0,0.0,0.0,0.0,Persistent FP vs All Benign,forward_byte_count,51.48855703553152
979,107819,4916.157303370786,33487.47171648782,-28571.31441311703,0.0,150.0,-150.0,0.0,0.0,0.0,Persistent FP vs All Benign,reverse_byte_count,85.31941334660306
979,107819,0.025786634481463303,0.030947540353568895,-0.005160905872105593,4.0531158447265625e-06,3.814697265625e-06,2.384185791015625e-07,0.355464759959142,0.28978194937812446,0.06568281058101755,Persistent FP vs All Benign,iat_min,16.676303877928163
979,107819,0.19675245089514606,0.7604491267243678,-0.5636966758292218,0.0180635154247283,0.0155593554178873,0.002504160006841,0.355464759959142,0.28978194937812446,0.06568281058101755,Persistent FP vs All Benign,iat_mean,74.12680954179584
979,107819,1.0507120980324722,4.032182873490197,-2.981470775457725,0.132051944732666,0.0310280323028564,0.10102391242980958,0.355464759959142,0.28978194937812446,0.06568281058101755,Persistent FP vs All Benign,iat_max,73.94185405279023
979,107819,0.3447764940290705,1.336704720014138,-0.9919282259850675,0.0432250799694643,0.0001185179372224,0.0431065620322419,0.355464759959142,0.28978194937812446,0.06568281058101755,Persistent FP vs All Benign,iat_std,74.20698162677066
979,107819,14971740.375248566,7185956.655768101,7785783.719480465,85112.17815600452,13035.383711895704,72076.79444410882,0.355464759959142,0.29028278874780883,0.06518197121133318,Persistent FP vs All Benign,byte_rate,108.34721238167904
979,107819,629.4850952804496,150.19221985037836,479.29287543007126,77.0,94.0,-17.0,0.0,0.0,0.0,Persistent FP vs All Benign,frame_length_mean,319.11964275349504
